NODE_ID,IPRD_NM,PLCT_NM,NODE_TTLE,NODE_TTLE_EN,PBSH,NODE_LINK,NODE_CLSS_01,NODE_CLSS_02,AUTR_NM,KYWD,ABST_KR,ABST_EN,IF_Score,EXTRACTED_KEYWORDS
NODE11745383,제어로봇시스템학회,제어로봇시스템학회지,도심항공교통을 위한 정밀 착륙 기술의 연구 개발 동향,,202403,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11745383,공학,전기전자공학,"허현정, 이규만",,"최근, 영상 기반 무인 항공기 기술이 급속도로 발전함에 따라 민간 분야에서의 응용 연구 및 개발이 활발해지고 있다. 특히, 도심 교통 혁신을 위한 도심 항공 교통(Urban Air Mobility, UAM)과 고속 긴급 물류 배송용 드론에 대한 관심이 증가하고 있으며, 이들의 안전한 운영을 위한 영상 기반 정밀 착륙 기술 개발이 주요 연구 주제로 주목받고 있다. 본 기술특집에서는 국내외에서 개발되고 있는 영상 기반 정밀착륙을 위한 마커 인식 및 상대 포즈 추정 기술 동향을 살펴보고, 정밀 착륙 기술의 상용화를 위해 해결해야 할 과제들에 대해 논의한다.",,0.8405,"drone,uav,mobility,urban air mobility,recognition"
NODE11938165,제어로봇시스템학회,제어로봇시스템학회지,무인 비행체의 PHM 기술 동향 및 발전 추세,Trends and Developments of PHM technology for Unmanned Aerial Vehicles,202409,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11938165,공학,전기전자공학,"김태균, 김예지, 이승신, 김승균",,"본 고는 무인 비행체에 적용가능한 PHM (건전성 관리 및 예지, Prognostics and Health Management) 기술현황을 소개한다. 이를 위해 PHM의 개념을 설명하고, 무인 비행체를 위한 PHM을 위한 4단계 기술실행 구성요소를 정의한다. 비행 사전/사후 관리와 비행 중의 실시간 관리 및 예측 기술을 포괄하여 국내외 기술동향을 살펴본다. 무인 비행체 뿐 아니라 도심항공교통과 같은 미래의 모빌리티 시스템은 점점 대중과 가까운 물리적 환경에서 운용되어야 하므로 신뢰성과 안전성을 담보해야 하는 숙제를 안고 있다. 본 고에서 다루는 기술은 아직 성숙하지 않은 분야로 진단 정보를 활용한 고장허용제어 및 예지 정비, 그리고 PHM 데이터를 활용한 모빌리티용 보험시장의 활성화와도 깊은 연관성을 가지고 있다.",,0.8405,"health,mobility"
NODE11938170,제어로봇시스템학회,제어로봇시스템학회지,3차원 라이다 스캐너 기반 포인트 클라우드의 의미론적 분할 기술,3D LiDAR Scanner-Based Technology for Semantic Segmentation of Point Clouds,202409,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11938170,공학,전기전자공학,"김예림, 서승범, 이유철",,"3차원 라이다를 통해 획득한 포인트 클라우드의 의미론적 분할은 최근 컴퓨터 비전, 자율주행, 로봇 공학 등 다양한 분야에서의 활용 가능성으로 인하여 주목받고 있다. 그러나 3D 포인트 클라우드 의미론적 분할은 데이터의 비정형성, 대용량 처리, 센서 노이즈 등으로 인한 여러 가지 도전 과제를 안고 있으며, 해결하기 위해 다양한 접근 방식과 알고리즘이 제안되고 있다. 특히 최근 몇 년간 딥러닝 기술의 발전으로 종단간 학습이 가능한 신경망 모델들로 기술 개발 영역이 확대되고 있다. 본 기고문에서는 포인트, 이미지 투영, 복셀, 트랜스포머 모델 등 다양한 접근 방식의 주요 알고리즘들을 체계적으로 분류하고, 각 방법론의 핵심 아이디어, 학습 모델의 구조 등 장단점을 비교 분석하였다. 이를 통해 3D 포인트 클라우드 의미론적 분할 분야의 현재 기술 수준을 종합적으로 파악하고, 관련 연구자에게 향후 연구 방향을 제시하고자 한다.",,0.8405,"transformer,computer vision,autonomous driving,lidar,deep learning"
NODE12006707,제어로봇시스템학회,제어로봇시스템학회지,디지털 농업을 위한 양팔 농업용 로봇의 기술개발 동향 및 적용 분야,Trends and Applications of Dual-arm Agricultural Robot for Digital Agriculture,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12006707,공학,전기전자공학,"조유성, 박용현, 김창조, 손형일",,"이 논문에서 디지털 농업을 위한 양팔 농업용 로봇의 기술 동향과 적용 분야를 문헌 검토한다. 양팔 로봇 시스템은 비정형적인 농업 환경에서 인간의 양팔 협동 동작을 모방하여 복잡한 작업을 수행할 수 있는 잠재력을 지니며, 이에 대한 연구와 관심이 증가하고 있다. 본 논문에서 문헌 분석을 통해 양팔 로봇의 주요 적용 작업, 제어 메커니즘, 그리고 관련 기술적 과제를 체계적으로 조사한다. 특히, 폐색과 공간적 제약 문제를 효과적으로 해결하고 전정, 수확 등에서 작업 효율성을 높이는 양팔 매니퓰레이션의 장점을 강조한다. 또한, 농업에 특화된 로봇 플랫폼, 엔드이펙터 설계, 제어 전략 등의 발전 현황과 농업 환경에서의 활용 가능성을 다룬다. 이 논문은 양팔 농업용 로봇 연구자들에게 최신 기술 동향과 실질적인 문제 해결 방안을 제공하며, 향후 연구 우선순위와 디지털 농업의 생산성 및 효율성 향상을 위한 로봇 시스템 통합 방향성을 제시한다.",,0.8405,efficiency
NODE12014061,한국정보기술학회,한국정보기술학회논문지,도심 군중밀집 안전을 위한 인공지능 기반의 영상분석 시스템 개발,Development of an AI-based Video Analytics System for Urban Crowd Density Safety,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12014061,공학,전기전자공학,"안시현, 박윤하, 문병인",,"사회재난 관련 안전사고가 꾸준히 발생하고 있다. 2020년 이후 다중밀집 시설, 여가문화 및 놀이시설에서 군중밀집에 따른 안전사고가 빈번하게 발생하고 있다. 오래전부터 다양한 노력들이 추진되고 있지만, 사고 발생률은 여전히 줄어들지 않고 있다. 본 논문에서는 딥러닝 기반 군중 객체 분석기술, 군중 밀집 상황 실시간 대응을 위한 EDGE AI 학습모델 경량화 기술, 군중 이동방향 예측기술, 군중 밀집도 분석기술 등 다양한 유형의 밀집 사고를 예방하는 기술들을 제안한다. 최종적으로 객체 탐지 정확도 80%이상, 군중 객체 추론속도 20fps를 확보하였다. 사용자 편의성을 반영한 통합서비스 지원 S/W플랫폼을 개발하였다. 향후 다양한 군중상황 학습데이터 추가확보 및 강인한 군중 밀집분석 알고리즘 추가 적용으로 객체 탐지 정확도를 90%이상, 객체 추론속도 25fps 이상 확보할 예정이다.","Safety accidents related to social disasters are steadily increasing. Since 2020, it have been occurring frequently in multi-density facilities, leisure, culture, and amusement facilities. Although various efforts have been promoted for a long time, the accident rate is still not decreasing. In this paper, we propose technologies to prevent various types of crowd collapses including deep learning-based object detection and Model Optimization and Lightweight on Edge AI, Group Trajectory Prediction, Crowd Density Estimation. As a result of the experiments, we confirmed that the proposed video Analytics System have the accuracy of object detection more than 80% and a speed of more than 20fps. we developed an integrated service support S/W platform that reflects user convenience. In the future, we plan to secure the accuracy of more than 90% and speed of more than 25fps by securing additional training data of various crowd situations and applying additional robust crowd density analysis algorithms.",0.632,"artificial intelligence,optimization,lightweight,accident,prediction,platform,density,object detection,algorithms,safety,deep learning"
NODE12019491,한국정보기술학회,한국정보기술학회지,차량 네트워크에서의 콘텐츠 사전 캐싱 동향,Trends in Content Precaching for Vehicular Networks,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12019491,공학,전기전자공학,남영주,,"사물인터넷 생태계 내에서 차량 인터넷이 발전함에 따라 차량 네트워크에서의 콘텐츠 제공 수요가 크게 증가하고 있다. 그러나 차량의 이동성과 향상된 콘텐츠 품질에 따른 높은 데이터 소비율은 접속 지연, 네트워크 혼잡, 서비스 품질 저하와 같은 중요한 문제를 야기하고 있다. 이러한 문제를 해결하기 위해 콘텐츠 중심 네트워크를 차량 네트워크에 적용한 콘텐츠 중심 차량 네트워크가 제안되어 네트워크 내 캐싱 메커니즘을 활용하고 있다. 하지만 제한된 캐싱 용량과 효율적인 콘텐츠 배치의 한계로 인해 동적인 차량 환경에서는 성능 저하가 발생하고 있다. 이러한 한계를 극복하기 위해 사전 캐싱으로 알려진 선제적 캐싱 전략이 유망한 해결책으로 주목받고 있다. V2I 사전 캐싱은 차량의 이동성과 콘텐츠 요청 가능성을 기반으로, 차량이 도달할 RSU에 콘텐츠를 미리 배치함으로써 네트워크 지연을 줄이고 QoS를 향상시키는 데 기여한다. V2V 사전 캐싱은 RSU가 부족한 지역에서 차량 간 협력을 통해 콘텐츠를 제공함으로써 네트워크 혼잡을 완화하고 서비스 범위를 확장하는 역할을 한다. 최근에는 이러한 사전 캐싱의 성능을 더욱 최적화하기 위해 머신 러닝 기반의 접근이 연구되고 있다. 콘텐츠의 배치, 요청 확률 예측, RSU 간 캐싱 분배, 차량 간 캐싱 후보 선정과 같은 문제를 머신 러닝을 통해 동적으로 해결함으로써 기존의 한계를 극복하고 있다. 하지만, 해당 분야는 아직 초기 단계에 있으며, 동적인 환경에 적응하고 실시간으로 최적의 결정을 내리는 데 있어 추가적인 연구와 발전이 필요하다.",,0.632,"performance,content,internet of things,machine learning"
NODE12019492,한국정보기술학회,한국정보기술학회지,디지털 트윈을 위한 인공지능과 시뮬레이션 융합기술,Integration of AI and Simulation Technologies for Digital Twins,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12019492,공학,전기전자공학,김남규,,"디지털 전환의 핵심 기술인 디지털 트윈은 실제 시스템의 물리적 특성을 가상 환경에서 모사하여 생산성 향상, 비용 절감, 안전성 확보 등 다양한 이점을 제공한다. 본 고는 인공지능과 시뮬레이션 기반 디지털 트윈 기술을 소개하고, 두 기술의 융합이 디지털 트윈의 예측 범위와 예측 정확도를 향상시킬 수 있는 방안임을 제시한다. 특히 정밀한 예측이 가능하나 고성능 컴퓨팅 자원과 긴 계산시간이 요구되는 시뮬레이션의 한계를 극복하기 위한 ROM 기술은 시뮬레이션의 복잡성을 줄이고 실시간 예측을 가능하게 하는 기술이다. 본 고는 인공지능과 ROM을 융합한 하이브리드 플랫폼을 통해 산업용 로봇의 예지보전 사례를 통해 융합 디지털 트윈 기술의 가능성을 제시한다. 향후 디지털 트윈 기술은 인공지능과 시뮬레이션 간의 연계 표준화와 고성능 컴퓨팅 기술의 발전을 통해 산업 혁신을 지원하는 중요한 도구가 될 것이다.",,0.632,"machine learning,simulation"
NODE12019493,한국정보기술학회,한국정보기술학회지,최신 레이더 적용 미래 IT 기술 동향,Trends on Future IT technology for State-of-Art Radar,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12019493,공학,전기전자공학,"김종희, 양원빈, 손승민, 윤동규, 최인식",,"레이더는 전파를 방사하고 방사된 전파의 반사파에 의해서 목표물을 탐지하고, 거리정보와 상태 정보 등을 확인하기 위한 무선 장치이다. 최근 들어 방위 산업 분야뿐만 아니라 다양한 산업 분야에서도 레이더 기술들이 연구되고 있다. AESA(active electronically scanned array) 레이더, 지능형 레이더, 자율주행용 레이더 그리고 양자 레이더 등이 최근 주목받고 있는 레이더 기술들이다. 본 논문에서는 다양한 분야에서 연구되고 있는 레이더 기술 현황을 분석하고 앞으로 발전 방향에 대해 알아보고자 한다.",,0.632,
NODE12019494,한국정보기술학회,한국정보기술학회지,우주 사이버 체계 침해 대응을 위한 위협 모델링 기반 위험 평가 및 방어 방법,Risk Assessment and Defense Method through Threat Modeling for Cybersecurity Incidents in Space Systems,202412,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12019494,공학,전기전자공학,김도훈,,"우주 기술의 급속한 발전과 함께 우주 인프라의 중요성이 증가하고 있다. 위성통신, 위치 추적, 기상 모니터링, 군사 작전 등 현대 사회의 필수 서비스는 이러한 기술에 크게 의존하고 있다. 그러나 이와 동시에 우주 인프라를 겨냥한 사이버 위협도 증가하고 있어, 이러한 위협이 현실화될 경우 심각한 국제적 위기를 초래할 수 있다. 본 논문에서는 우주 사이버 시스템의 보안을 강화하기 위한 방법으로 위협 모델링에 기반한 위험 평가와 방어 방법을 중점적으로 다룬다. 이러한 접근법은 우주 자산의 안전을 확보하고, 사이버 위협에 대한 실질적인 대응 방안을 제공함으로써 우주 인프라의 보안을 강화하고 국가 안보 및 글로벌 협력을 증진하는 데 기여할 것으로 기대된다. 본 논문에서는 기술적 문제를 넘어 국가 안보와 글로벌 안정성의 관점에서 우주 사이버보안의 중요성을 강조하며, 국제 협력과 표준화의 필요성을 부각시킬 수 있다.",,0.632,monitoring
NODE11702804,한국방송·미디어공학회,방송과 미디어,Overview of ECM,Overview of ECM,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702804,공학,전기전자공학,"전상훈, 임성창, 강정원, 김재곤",,"ISO/IEC MPEG과 ITU-T VCEG이 공동으로 설립한 비디오 부호화 표준화 단체인 JVET(Joint Video Experts Team)은 2021년 1월부터 VVC 표준 이후의 새로운 비디오 부호화 표준(가칭: Beyond VVC)을 위한 후보 기술 탐색실험을 진행하고 있으며, 본고에서는 Beyond VVC의 기술 탐색실험을 위한 탐색모델 소프트웨어인 ECM(Enhanced Compression Model)의 개발 과정과 채택된 기술들의 주요 기술적 특징을 살펴보고 각 분야별 채택 기술을 간략히 소개한다.",,0.4286,common earth network
NODE11702805,한국방송·미디어공학회,방송과 미디어,ECM 화면내 예측 및 부호화 기술,,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702805,공학,전기전자공학,"강재하, 김지영, 한희지, 최해철",,"ECM(Enhanced Compression Model)은 VVC(Versatile Video Coding) 표준 제정 이후, VVC를 확장하거나 새로운 표준을 정립하기 위한 기술 탐색의 일환으로 JVET(Joint Video Experts Team)에서 개발 중인 참조 소프트웨어이다. ECM은 VVC 대비 다양하고 효과적인 기술을 포함하고 있으며, 특히 부호화 효율성 측면에서 현저한 개선을 보여주고 있다. 본 고에서는 VVC와 비교하여 ECM에서 채택된 새로운 화면내 예측 기술들을 소개한다. ECM에서는 MPM(Most Probable Mode) 및 MRL(Multiple Reference Line)의 후보 개수가 증가되었으며, 세분화된 Planar 모드와 밝기 및 색상 성분 간 상관관계를 활용한 다양한 CCLM(Cross Component Linear Model) 기술이 도입되었다. 이 외에도 현재 부호화 블록 주변의 복원된 화소를 템플릿으로 사용하여 현재 블록을 예측하고, 템플릿 기반으로 추가 전송 비트 없이 복호기에서 필요한 정보를 유도하는 여러 기술이 적용되었다. 이러한 ECM의 화면내 부호화 기술은 VVC 대비 All Intra 부호화 조건에서 평균 12.49%의 부호화 이득을 제공한다. 그러나 이러한 유도 기술과 복잡한 부호화 방법은 인코더와 디코더의 복잡도를 각각 867.2%, 454.4% 증가시켰다. 따라서, 부호화 효율을 향상시키는 동시에 복잡도를 감소시키기 위한 추가 연구 및 최적화 방안 개발이 필요하다.",,0.4286,"efficiency,optimization"
NODE11702806,한국방송·미디어공학회,방송과 미디어,ECM Inter prediction I,ECM Inter prediction I,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702806,공학,전기전자공학,안용조,,"본고에서는 현재 JVET (Joint Video Experts Team)에서 수행하고 있는 ECM (Enhanced Compression Model) 기반 차세대 비디오 압축 표준 기술 개발 과정에서 논의되고 있는 화면 간 예측 (Inter prediction) 기술들에 대하여 소개한다. 지난 2021년 1월 진행된 제 21차 JVET 회의를 기점으로 ECM 기반의 차세대 비디오 압축 표준 기술에 대한 다양한 기술적 논의들이 시작되었고, VVC (Versatile Video Coding) 표준 이후의 차세대 비디오 압축 표준을 위한 본격적인 기술 탐색 단계를 진행 중에 있다. JVET에서 논의되고 있는 다양한 화면 간 예측 기술 중, 본고에서는 LIC (Local Illumination Compensation), ARMC (Adaptive Reordering of Merge Candidates), Bilateral matching AMVP-MERGE와 같이 ECM에 새롭게 채택된 기술과 VVC 표준에 기 채택된 GPM (Geometric Partitioning Mode)와 관련하여 ECM에서 변경되거나 새롭게 추가된 기술들을 정리하여 소개한다.",,0.4286,prediction
NODE11702807,한국방송·미디어공학회,방송과 미디어,ECM Inter prediction II,ECM Inter prediction II,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702807,공학,전기전자공학,최기호,,"2020년 10월 국제표준화 단체 MPEG과 VCEG이 연합하여 만든 기구인 Joint video experts team (JVET)은 Versatile video coding (VVC)/H.266 표준을 완성하였다. JVET은 VVC/H.266 표준 이후를 준비하기 위한 스터디를 2021년부터 시작하였다. 하나의 방향은 신경망을 활용한 새로운 코딩 기술 연구이고, 다른 방향은 신호처리 기술을 활용한 압축 성능 향상 연구이다. 본고에서는 VVC/H.266 이후 차세대 비디오 코딩 표준의 기술 개발을 위해 탐색 실험 중인 신호처리 기반 비디오 부호화 기술 모델 Enhanced compression model (ECM) 중 화면간 예측의 대표적인 기술을 소개하고자 한다.",,0.4286,performance
NODE11702808,한국방송·미디어공학회,방송과 미디어,ECM 변환 및 양자화 기술,,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702808,공학,전기전자공학,"김경용, 김동철, 손주형, 곽진삼",,"본고에서는 ECM SW 버전 10.0에 포함된 기존 VVC 대비 확장된 변환 기법에 대해서 설명하고 새롭게 추가된 NSPT 및 sign prediction 기술들에 대하여 설명한다. 또한, 기존 VVC 대비 변경된 dependent quantization 기술 등 양자화 기술의 변화에 대해서도 설명한다.",,0.4286,"quantization,prediction"
NODE11702809,한국방송·미디어공학회,방송과 미디어,In Loop Filtering Tools in ECM Reference Software for Beyond VVC,In Loop Filtering Tools in ECM Reference Software for Beyond VVC,202401,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11702809,공학,전기전자공학,"이민훈, 심동규",,"JVET (Joint video experts team)은 VVC (Versatile video coding)보다 높은 압축 성능을 가지는 신호처리 기반 차세대 비디오 압축 표준 기술 개발을 위해 ECM (Enhanced compression model) 참조 소프트웨어를 배포하여 기술 탐색을 수행 중이다. ECM은 휘도 및 색차 성분 모두에서 VVC 대비 높은 부호화 성능을 보이며, ECM 내 기술은 VVC의 기술을 개선하거나 새로운 기술이 추가된 형태로 구성되어 있다. 그중, 인루프 필터링 기술은 VVC에 채택된 DF (Deblocking filter), SAO (Sample adaptive offset), ALF (Adaptive loop filter), CCALF (Cross-component ALF), LMCS (Luma mapping with chroma scaling)가 일부 수정 및 개선된 형태로 포함되어 있고, CCSAO (Cross-component SAO) 및 BIF (Bilateral filter) 기술이 새롭게 포함되어 있다. 본고에서는 2023년 7월에 진행된 143차 미팅 이후 배포된 ECM10.0에 포함되어 있는 인루프 필터링 기술에 대해 소개한다. 특히, VVC 대비 개선점이 많은 ALF 및 CCALF와 새롭게 추가된 기술인 CCSAO 및 BIF에 대해 자세히 설명하고자 한다.",,0.4286,performance
NODE11762618,한국방송·미디어공학회,방송과 미디어,홀로그램 영상서비스를 위한 홀로그램 직접획득 및 하드웨어 CGH 생성 기술,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762618,공학,전기전자공학,"홍기훈, 권원옥, 최기홍",,"스타워즈의 레아 공주 홀로그램을 통해 홀로그램이 대중적으로 소개된 이후 40여 년이 지났지만 영화에서 묘사된 장면은 아직 실현되지 못하고 있다. 본 기술기고에서는 이러한 홀로그램 영상서비스를 실현하기 위한 여러 가지 요소기술들 중 실제 환경 또는 사람의 3차원 정보를 직접획득한 컨텐츠 확보를 위한 자가간섭 홀로그래피 기술을 이용한 자연광 기반 홀로그램 직접획득 기술과 소형, 저전력화가 가능한 실시간 홀로그램 하드웨어 생성 기술인 FPGA 기반 홀로그래픽 프로세서를 이용한 실시간 CGH 하드웨어 생성 기술의 연구 동향에 대해 소개한다.",,0.4286,"fpga,research trends"
NODE11762619,한국방송·미디어공학회,방송과 미디어,딥러닝 기반 CGH 기술,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762619,공학,전기전자공학,양대호,,"컴퓨터 생성 홀로그래피(computer generated holography, CGH)는 기존의 간섭을 이용해 기록하고 재생하던 홀로그램과는 다르게 3차원 물체에서 방출되는 빛 파동의 전파를 계산하여 홀로그램을 생성하는 기술이다. 이로 인해 임의의 물체를 자유롭게 생성할 수 있게 되었고 디스플레이에서 홀로그램의 활용도가 높아지게 되었다. 그러나 CGH 기술은 계산에 필요한 컴퓨팅 파워가 매우 크고 이미지 품질이 제한되는 등 한계를 드러내고 있다. 본 기고문에서는 기존 CGH 기술들의 한계를 설명하고 어떻게 딥러닝이 이러한 한계를 극복할 수 있는지 연구자들에게 관련 정보를 제공하고자 한다.",,0.4286,deep learning
NODE11762620,한국방송·미디어공학회,방송과 미디어,딥러닝을 이용한 홀로그램 생성 기술과 현황,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762620,공학,전기전자공학,"홍지수, 이병효",,"딥러닝 기반의 홀로그램 생성 기술을 통해 홀로그램 화상 회의 서비스 등 기존에 불가능했던 서비스가 가능해졌으며, 홀로그래픽 디스플레이를 통해 가시화되는 영상 품질의 극적인 향상이 가능해지고 있다. 본고에서는 홀로그램 생성 및 가시화를 위한 전체 파이프라인의 여러 부분에 딥러닝 기술을 적용함으로써 홀로그래픽 디스플레이에 기반한 다양한 서비스를 구현한 사례들에 대해 살펴본다.",,0.4286,deep learning
NODE11762621,한국방송·미디어공학회,방송과 미디어,오감미디어 서비스를 위한 홀로그램 공간 촉각 인터랙션 기술 개발,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762621,공학,전기전자공학,"박민식, 피재은, 황치선, 김주연, 김용해, 염한주, 김혜진, 진한빛, 주훈표",,"현재 메타버스는 주로 2차원 영상과 음성 미디어를 중심으로 구현되고 있다. 이는 사용자에게 실재감이나 몰입감을 충분히 제공하지 못하는 저해 요인으로 작용하고 있다. 이러한 한계를 극복하고자 더욱 실감나는 가상 세계를 구현하려는 시도가 진행되고 있으며, 그 중심에는 공간 오감미디어 기술 개발이 있다. 공간 오감미디어는 사용자가 HMD, 안경, 장갑 등의 특별한 장치를 착용하지 않아도 3차원 공간에서 오감(시각, 청각, 촉각, 후각, 미각)을 경험할 수 있게 하는 기술이다. 시각 측면에서 공간 오감미디어를 구현하는 데 있어 가장 주목받는 기술 중 하나는 홀로그램 기술이다. 홀로그램은 어떠한 착용 장치 없이도 3차원 영상을 생성할 수 있게 함으로써 사용자가 실제와 같은 영상을 볼 수 있게 한다. 이 기술은 빛의 간섭과 회절을 이용하여 물체의 3차원 영상을 공간에 재현한다. 사용자는 이를 통해 가상 객체를 실제처럼 느낄 수 있으며 연속 시점에서 객체를 관찰할 수 있다. 촉각 측면에서 공간 오감미디어를 제공하기 위해 초음파를 활용한 기술이 개발되고 있다. 초음파는 손이나 피부에 직접 닿지 않고도 촉각적인 느낌을 전달할 수 있는 물리적 성질을 가지고 있다. 이 기술은 초음파를 특정 패턴으로 공간에 발생시켜 사용자가 실제로 물체를 만지는 것처럼 느끼게 한다. 이를 통하여 사용자는 장갑이나 기타 촉각을 전달하는 장치를 착용하지 않고도 가상 객체의 질감이나 모양을 느낄 수 있게 된다. 한국전자통신연구원(ETRI)은 이러한 홀로그램 기술과 공간 촉각 기술을 통합한 공간 오감미디어 서비스를 제공하기 위한 홀로그램 공간 촉각 인터랙션 시스템의 핵심 요소 기술을 개발하고 있다. 이 시스템은 사용자가 가상 환경에서 더 실감나고 자연스러운 새로운 차원의 오감을 체험할 수 있게 함으로써 메타버스의 활성화에 크게 기여할 것으로 기대된다.",,0.4286,metaverse
NODE11762622,한국방송·미디어공학회,방송과 미디어,전면 부양 방식 실감 디스플레이 기술 동향,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762622,공학,전기전자공학,최희진,,"여러 가지 방식의 실감 디스플레이 중, 디스플레이 패널에 표시되는 영상을 특수 광학계를 이용하여 공중에 떠 있는 것처럼 보이도록 하는 부양형 실감 디스플레이는 홀로그래피와 같은 타 기술 대비 구현이 상대적으로 용이하면서도 공상과학 영화에 나오는 장면과 유사한 실재감을 제공 가능하다. 그간 반거울을 통해 간단하게 구현할 수 있는 후면 부양 방식의 실감 디스플레이 기술이 주로 사용되었으나, 이는 영상과 사용자 간의 거리가 멀어 상호작용에 어려움이 있었다. 이에 따라 최근 부양 영상이 사용자 쪽에 위치하는 전면 부양 방식이 많은 관심을 받고 있으며, 특히 코로나 팬데믹 시기를 거치면서 실감 콘텐츠를 비접촉식 인터페이스와 함께 구현할 수 있는 유력한 대안으로 평가받고 있다. 다만, 이와 관련한 특수 광학계 설계 및 제조 기술, 영상 품질 향상기술에 대한 연구가 주로 국외 연구 사례들을 중심으로 이루어지고 있어, 국내 경쟁력 제고를 위한 기업 및 연구기관들의 관심과 적극적인 정책 지원이 필요하다고 사료된다.",,0.4286,"content,interaction"
NODE11762623,한국방송·미디어공학회,방송과 미디어,위상 홀로그램 압축 기술 동향,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762623,공학,전기전자공학,"최승미, 차준영, 반현민, 이태화, 김휘용",,"홀로그래피(Holography)는 3차원 정보를 온전히 기록하고 재현할 수 있는 차세대 이미지 기술이다. 홀로그램을 재현하기 위한 공간 광 변조기(Spatial Light Modulator, SLM)는 현재 기술적으로 진폭 또는 위상 신호만을 변조할 수 있다. 특히, 위상홀로그램은 여러 광학적 이점으로 주로 사용된다. 위상 홀로그램은 넓은 시야각을 위해 수많은 픽셀을 가질 수 있으며, 자연 영상과는 매우 다른 특성으로 기존의 자연 영상을 위한 코덱에 대해 성능의 한계가 존재한다. 이에 본고에서는 위상 홀로그램 압축을 위한 다양한 기술들에 대해 소개하고자 한다.",,0.4286,performance
NODE11762624,한국방송·미디어공학회,방송과 미디어,JPEG Pleno 표준 기술 동향,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11762624,공학,전기전자공학,"오관정, 임용준, 추현곤",,"정지 영상 압축 표준을 만드는 국제 표준화 기구인 ISO/IEC JTC1/SC 29/WG 1 (JPEG)에서는 라이트 필드, 포인트 클라우드, 홀로그래피와 같이 플렌옵틱(plenoptic) 기술에 기반을 둔 3차원 이미지에 관한 처리 및 압축을 위해 JPEG Pleno라는 이름으로 표준화를 진행하고 있다. 본 원고에서는 JPEG Pleno의 현재 표준화 동향 및 향후 표준화 전망에 대해 소개한다.",,0.4286,
NODE11894908,한국방송·미디어공학회,방송과 미디어,다중 센서를 활용한 회귀 모델 진행 시 효율적인 데이터 전처리 기법,,202407,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11894908,공학,전기전자공학,"최선, 안종현",,"다양한 센서의 사용이 가능해짐에 따라 센서 데이터 처리 및 선정의 중요성이 극대화되고 있다. 본고에서는 다중 센서를 통해 습득한 데이터를 회귀 모델에 사용하기 위한 다양한 전처리 기법을 실험하고 그 결과를 비교해 보고자 한다. 데이터 타입에 적합한 전처리 기법과, 노이즈를 줄임으로써 성능 향상을 달성하는 과정을 설명한다.",,0.4286,performance
