NODE_ID,IPRD_NM,PLCT_NM,NODE_TTLE,NODE_TTLE_EN,PBSH,NODE_LINK,NODE_CLSS_01,NODE_CLSS_02,AUTR_NM,KYWD,ABST_KR,ABST_EN
NODE11763740,한국정보보호학회,정보보호학회지,2024년 한국정보보호학회 학회지 특집호 발간 계획,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763740,공학,컴퓨터학,편집부,,,
NODE11763741,한국정보보호학회,정보보호학회지,“NIST/KPQC 양자내성암호 공모전 동향” 특집호,,202404,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763741,공학,컴퓨터학,서화정,,,
NODE11763791,한국자동차공학회,오토저널,사진으로 보는 학회 활동,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763791,공학,기계공학,편집부,,,
NODE11763792,한국자동차공학회,오토저널,자동차 온실가스 전과정평가 국외 정책 동향 및 시사점,Global Policy Trends for Implementing LCA for Vehicle GHG Emission Control,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763792,공학,기계공학,"정환수, 임윤성",,,
NODE11763793,한국자동차공학회,오토저널,전과정목록(LCI) DB 국내외 현황,Status of Domestic and Foreign Life Cycle Inventory(LCI) Databases,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763793,공학,기계공학,정인태,,,
NODE11763892,한국자동차안전학회,자동차안전학회지,자율주행자동차 임시운행 신속허가제 등 도입과 향후 추진방향,,202403,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763892,공학,기계공학,김시우,,,
NODE11763893,한국자동차안전학회,자동차안전학회지,학회소식 외,,202403,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11763893,공학,기계공학,편집부,,,
NODE11869018,전력전자학회,전력전자학회지,"임시평의원회, 이사회, 편집위원회, 기타회의",,202408,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11869018,공학,전기전자공학,편집부,,,
NODE11869027,전력전자학회,전력전자학회지,신규가입자 명단,,202408,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11869027,공학,전기전자공학,편집부,,,
NODE11795364,한국정보기술학회,한국정보기술학회논문지,한국정보기술학회 논문지 논문투고 안내 외,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795364,공학,전기전자공학,편집부,,,
NODE11795365,한국콘크리트학회,콘크리트학회지,개회사,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795365,공학,건축공학,김지상,,,
NODE11795366,한국콘크리트학회,콘크리트학회지,축사,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795366,공학,건축공학,강기정,,,
NODE11795367,한국콘크리트학회,콘크리트학회지,행사개요 외,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795367,공학,건축공학,편집부,,,
NODE11795368,한국콘크리트학회,콘크리트학회지,"학생기자단, 2024년 봄 학술대회에 다녀오다! -2024년도 봄 학술대회 행사 인터뷰-",Interview of Student Reporter,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795368,공학,건축공학,"윤현도, 김지수, 김지상, 박세연, 함동균, 김규창",,,
NODE11795369,한국콘크리트학회,콘크리트학회지,"한화 베이스볼드림파크, 삼표피앤씨 현장 탐방",,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795369,공학,건축공학,임가영,,,
NODE11795370,한국콘크리트학회,콘크리트학회지,창문을 열자~,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795370,공학,건축공학,배기선,,,
NODE11795371,한국콘크리트학회,콘크리트학회지,성능기반 내폭설계,Performance -based Blast Resistant Design,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795371,공학,건축공학,김한수,,,
NODE11795372,한국콘크리트학회,콘크리트학회지,인하대학교 건축학부 건축공학과 철근콘크리트구조 연구실,"Reinforced Concrete Structure Laboratory Department of Architectural Engineering, Division of Architecture, Inha University",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795372,공학,건축공학,김창혁,,,
NODE11795373,한국콘크리트학회,콘크리트학회지,SMiRT 27 Conference 참가기,"27<SUP>th</SUP> International Conference on Structural Mechanics in Reactor Technology, Yokohama, Japan",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795373,공학,건축공학,안성룡,,,
NODE11795374,한국콘크리트학회,콘크리트학회지,위원회 소개 : KCI 217 FRCM복합재위원회,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795374,공학,건축공학,"이진용, 하상수",,,
NODE11795375,한국콘크리트학회,콘크리트학회지,좋은 건축물은 건설재료에 대한 이해로부터…,Foundations of Exceptional Buildings : Understanding of Construction Material…,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795375,공학,건축공학,이범식,,,
NODE11795376,한국콘크리트학회,콘크리트학회지,Korean Academia : A Student’s Adventure,Korean Academia : A Student’s Adventure,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795376,공학,건축공학,Meiramov Didar,,,
NODE11795377,한국콘크리트학회,콘크리트학회지,Корей академиясы: Қазақ студентінің саяхаты,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795377,공학,건축공학,Дидар Мейрамов,,,
NODE11795378,한국콘크리트학회,콘크리트학회지,국내 항만건설에 활용된 새로운 지반고화재의 적용 사례,Application Cases of New Soil Improvement Binder used in Domestic Port Construction,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795378,공학,건축공학,문경주,,,
NODE11795379,한국콘크리트학회,콘크리트학회지,대한민국,Korea,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795379,공학,건축공학,심종성,,,
NODE11795380,한국콘크리트학회,콘크리트학회지,미술의 보람,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795380,공학,건축공학,강희경,,,
NODE11795381,한국콘크리트학회,콘크리트학회지,한준희,Jun Hui Han,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795381,공학,건축공학,한동엽,,,
NODE11795382,한국콘크리트학회,콘크리트학회지,말레산 소디움 염으로 나노실리카와 순수 아크릴수지를 균일분산시킨 외부 마감용 고내후성 수성 탄성도료를 사용한 콘크리트 탄산화 저항성 향상 기술 (인증분야 : 설계방법 및 공법 KDS 14 20 40),,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795382,공학,건축공학,"이진호, 우은석, 노윤석",,,
NODE11795383,한국콘크리트학회,콘크리트학회지,콘크리트 비전 2050,Concrete Vision 2050,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795383,공학,건축공학,박홍근,,,
NODE11795384,한국콘크리트학회,콘크리트학회지,콘크리트 산업의 미래환경,Future Environment of Concrete Industry,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795384,공학,건축공학,강수민,,,
NODE11795385,한국콘크리트학회,콘크리트학회지,콘크리트 산업 미래 경쟁력 확보를 위한 7대 전략목표,7 Strategic Objectives to Secure Future Competitiveness of Concrete Industry,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795385,공학,건축공학,최경규,,,
NODE11795386,한국콘크리트학회,콘크리트학회지,비전 2050 실현을 위한 콘크리트학회의 역할,"The Role of the Korea Concrete Institute for Achieving a Smart, Green, and Safe Society",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795386,공학,건축공학,장승엽,,,
NODE11795391,한국콘크리트학회,콘크리트학회지,경부고속도로 직선화 사업 설계 및 시공 - 경부동탄터널을 중심으로 -,Design and Construction of Gyeongbu Expressway Straightening Project (Gyeongbu Dongtan Tunnel),202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795391,공학,건축공학,"김지엽, 이동혁, 정연훈",,,
NODE11795392,한국콘크리트학회,콘크리트학회지,국제소식 및 국제학회지 주요기사,News and Articles in International Concrete Magazines,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795392,공학,건축공학,"신지욱, 박솔뫼",,,
NODE11795393,한국콘크리트학회,콘크리트학회지,콘크리트관련 도서소개,Book Review,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795393,공학,건축공학,양범주,,,
NODE11795394,한국콘크리트학회,콘크리트학회지,Q & A : 개정 시방서에 따른 콘크리트 강도 기준 적용,Q & A,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795394,공학,건축공학,전명훈,,,
NODE11795414,한국콘크리트학회,콘크리트학회지,학회소식,KCI NEWS,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795414,공학,건축공학,편집부,,,
NODE11795491,대한토목학회,대한토목학회지,대한토목학회지 제72권 제6호(통권 제531호) 목차,,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795491,공학,건축공학,편집부,,,
NODE11795492,대한토목학회,대한토목학회지,해외건설의 초격차 재도약을 위한 제언,Suggestions for Super Competitiveness Development in Oversee Construction Industries,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795492,공학,건축공학,"한승헌, 정우용",,,
NODE11795493,대한토목학회,대한토목학회지,초융합 건설 포렌식 연구센터,Hyper-converged Forensic Research Center for Infrastructure,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795493,공학,건축공학,이종섭,,,
NODE11795494,대한토목학회,대한토목학회지,초융합 건설 포렌식 연구센터 1그룹(하부지반) 소개,Introduction of 1<SUP>st</SUP> Group (Geosystem) in Hyper-converged Forensic Research Center for Infrastructure,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795494,공학,건축공학,박정희,,,
NODE11795495,대한토목학회,대한토목학회지,초융합 건설 포렌식 연구센터 2그룹(구조) 소개,Introduction of 2<SUP>nd</SUP> Group (Structure) in Hyper-converged Forensic Research Center for Infrastructure,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795495,공학,건축공학,"홍원택, 김종찬",,,
NODE11795496,대한토목학회,대한토목학회지,초융합 건설 포렌식 연구센터 3그룹(물환경) 소개,Introduction of 3<SUP>rd</SUP> Group (Water-environment) in Hyper-converged Forensic Research Center for Infrastructure,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795496,공학,건축공학,"김상엽, 서미정",,,
NODE11795497,대한토목학회,대한토목학회지,도심지 터널 배수형식과 지하수 변동관리,Tunnel Drainage Type and Groundwater Control for Urban Tunnelling,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795497,공학,건축공학,"정재호, 신종호",,,
NODE11795499,대한토목학회,대한토목학회지,기후위기 해결사로서 우리나라 토목환경 기술자의 역할과 비젼,The Role and Vision of Korean Civil and Environmental Engineers as the Solution Providers for Climate Crisis,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795499,공학,건축공학,한무영,,,
NODE11795500,대한토목학회,대한토목학회지,파나마 메트로 3호선 건설공사,PROYECTO LINEA 3 DEL METRO DE PANAMA,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795500,공학,건축공학,"김도훈, 이성동",,,
NODE11795501,대한토목학회,대한토목학회지,졸업과 취직 이후 나의 짧은 소회,My Brief Thoughts After Graduation and Employment,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795501,공학,건축공학,서미정,,,
NODE11795502,대한토목학회,대한토목학회지,인천대학교 도시환경공학부 건설환경공학전공 - 학부생들의 눈으로 바라본 토질역학,First Impression of Soil Mechanics from the Undergraduate Student Point of View,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795502,공학,건축공학,"박채원, 이현복, 김유민, 남서현, 남지인",,,
NODE11795503,대한토목학회,대한토목학회지,도쿄 홍수는 ‘지하 신전’이 막는다,The Underground Reservoirs Protect Tokyo from Floods,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795503,공학,건축공학,백우진,,,
NODE11795504,대한토목학회,대한토목학회지,문화예술 속 토목구조물의 미학_〈제2편〉 - 교량(2),The Aesthetics of Civil Engineering Structures in Culture and Arts 〈Part 2〉 - Bridge(2),202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795504,공학,건축공학,문지영,,,
NODE11795509,대한토목학회,대한토목학회지,위자료 받을 수 있나요 : 부산지방법원 2008. 8. 21 선고 2007가합7402판결,Solatium,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795509,공학,건축공학,김현,,,
NODE11795510,대한토목학회,대한토목학회지,[김현경의 음악에세이] 당신의 삶에 필요한 그 음악 I,The Life with Music I,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795510,공학,건축공학,김현경,,,
NODE11795511,대한토목학회,대한토목학회지,[조흡의 영화이야기] 〈파묘〉 : 감성 지도로 정치 지형 감지하기,〈Exhuma〉 : Sensing the Political Landscape with Affective Mapping,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795511,공학,건축공학,조흡,,,
NODE11795512,대한토목학회,대한토목학회지,[김욱남의 시상] 지평선(地平線),Horizon,202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795512,공학,건축공학,김욱남,,,
NODE11795513,대한토목학회,대한토목학회지,건설용 앵커 설치 로봇(천장 앵커 설치 공정의 로봇 자동화),Anchor Installation Robot(Robotic Automation of Ceiling Anchor Installation Process),202406,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795513,공학,건축공학,"이성재, 허윤재, 조영국, 서종만, 이성후",,,
NODE11795541,대한토목학회,대한토목학회지,프리스트레스를 도입한 강재보에 부분보강을 통한 가교 시스템에 관한 개발 연구,A Study on the Development of Temporary Bridge System through Partial Steel Reinforcement of Steel Beams with Prestress,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795541,공학,건축공학,"이승원, 민경빈",,,
NODE11795542,대한토목학회,대한토목학회지,준설토 투기장 호안의 침투 영향을 고려한 필터매트 설계 사례,Filter Mat Design Considering Seepage Effect for Dredged Material Containment Area,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795542,공학,건축공학,"김창훈, 장의룡, 지환욱, 이정한",,,
NODE11795543,대한토목학회,대한토목학회지,이라크 알포-움카스르 연결도로 설계와 시공,Construction of the Connecting Road between Al Faw Grand Port and Um Qasr in Iraq,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795543,공학,건축공학,"고부현, 임효선, 백강현, 서현교",,,
NODE11795544,대한토목학회,대한토목학회지,청파기행 No. 91 캐나다 Canada,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795544,공학,건축공학,심종성,,,
NODE11795545,대한토목학회,대한토목학회지,"인류 문명과 함께, 우리가 토목이다.","In Harmony with Human Civilization, We are Civil Engineers",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795545,공학,건축공학,신서현,,,
NODE11795546,대한토목학회,대한토목학회지,토목의 날을 마치며,At the End of Civil Engineering Day,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795546,공학,건축공학,이서연,,,
NODE11795547,대한토목학회,대한토목학회지,"土木人의 날, 노래 제정 및 제1회 토목인의 날 실행과 참된 마음의 자세","The Civil Engineering Day, Composition of the Civil Engineer’s Song, Implementation of the 1st Civil Engineering Day, and the Sincere Attitude of Mind",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795547,공학,건축공학,유복모,,,
NODE11795550,대한토목학회,대한토목학회지,"“왔노라, 보았노라, 압도됐노라”","They Come, They See, and They are Conquered by Hoover Dam",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795550,공학,건축공학,백우진,,,
NODE11795551,대한토목학회,대한토목학회지,문화예술 속 토목구조물의 미학 <제2편> - 교량(1),The Aesthetics of Civil Engineering Structures in Culture and Arts <Part 2> - Bridge(1),202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795551,공학,건축공학,문지영,,,
NODE11795552,대한토목학회,대한토목학회지,돌관공사비 인정되나요,Cost of Unplanned and Rapid Construction,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795552,공학,건축공학,김현,,,
NODE11795553,대한토목학회,대한토목학회지,"한 운수납자, 소멸을 재료로 삶을 비추다",A Buddhist Monk Shines Life on Extinction,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795553,공학,건축공학,정민영,,,
NODE11795554,대한토목학회,대한토목학회지,<괴인>: 우연성과 불확실성의 정치,<A Wild Roomer> : Contingency and The Politics of Uncertainty,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795554,공학,건축공학,조흡,,,
NODE11795555,대한토목학회,대한토목학회지,파라메트릭 디자인 기반 도로구조물의 BIM·도면 자동화 프로그램,Parametric Design Based BIM and Drawing Automation Program for Road Structures,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795555,공학,건축공학,"임정현, 강문수",,,
NODE11795556,대한토목학회,대한토목학회지,최신토목뉴스,Civil News,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795556,공학,건축공학,정상엽,,,
NODE11795557,대한토목학회,대한토목학회지,[산학협력연결코너] 에스비비(주),"[Industry-University Cooperation] SBB Co., Ltd.",202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795557,공학,건축공학,김수영,,,
NODE11795558,대한토목학회,대한토목학회지,[해외건설서적소개] Computational Structural Concrete : Theory and Applications,[Introduction to International Construction Books] Computational Structural Concrete : Theory and Applications,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795558,공학,건축공학,김지수,,,
NODE11795559,대한토목학회,대한토목학회지,"국제학회지 주요기사(ASCE, JSCE)",Main Articles of the International Monthly Magazines,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795559,공학,건축공학,"김장환, 노성진",,,
NODE11795560,대한토목학회,대한토목학회지,국제학술행사안내,News on International Conference,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795560,공학,건축공학,김태용,,,
NODE11795561,대한토목학회,대한토목학회지,CECAR10,CECAR10,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795561,공학,건축공학,편집부,,,
NODE11795562,대한토목학회,대한토목학회지,학회소식,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795562,공학,건축공학,편집부,,,
NODE11795563,대한토목학회,대한토목학회지,편집 후기,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795563,공학,건축공학,강준원,,,
NODE11795878,대한국토·도시계획학회,도시정보,"축소경제의 시대, 부동산 PF 시장의 근본적 대응전략",,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795878,공학,건축공학,서진형,,,
NODE11795879,대한국토·도시계획학회,도시정보,부동산 PF 위기와 대응방향,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795879,공학,건축공학,"김하영, 이윤홍, 방현성, 이종완, 이은형",,,
NODE11795880,대한국토·도시계획학회,도시정보,都市計劃界 動靜,,202405,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11795880,공학,건축공학,편집부,,,
NODE11890315,한국전자파학회,전자파기술,차세대 통신을 위한 배열 안테나 기술동향,,202407,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11890315,공학,전기전자공학,"정용진, 김은지, 한승수, 민종식, 오승원, 이한림",,,
NODE11890316,한국전자파학회,전자파기술,위상 배열 안테나 시스템 설계 검증 방법 고찰,,202407,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE11890316,공학,전기전자공학,유종원,,,
NODE12210653,대한조선학회,대한조선학회지,FLNG의 진화와 대응전략 (2부),,202505,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12210653,공학,조선해양공학,권효재,,,
NODE12210654,대한조선학회,대한조선학회지,세계 최고 수준의 프로펠러 연구에 이르기까지,,202505,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12210654,공학,조선해양공학,"이창섭, 이진태, 서정천",,,
NODE12210655,대한조선학회,대한조선학회지,구조·진동 분야 연구 활동과 구조시험동 건설,,202505,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12210655,공학,조선해양공학,이호섭,,,
NODE12210656,대한조선학회,대한조선학회지,세계조선해양 시장동향,,202505,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12210656,공학,조선해양공학,김성현,,,
NODE12211037,유공압건설기계학회,드라이브·컨트롤,"[권두언] 「유압부품 시험장비 과거, 현재, 미래」 특집호 발간에 즈음하여",Trend of autonomous agricultural technologies,202506,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12211037,공학,기계공학,윤홍민,,,
NODE12211038,유공압건설기계학회,드라이브·컨트롤,"유압부품 시험장비의 과거, 현재, 그리고 미래","The Past, Present, and Future of Hydraulic Component Testing Equipment",202506,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12211038,공학,기계공학,"윤홍민, 신대영, 윤각진",,,
NODE12211039,유공압건설기계학회,드라이브·컨트롤,학회소식 외,KSFC News etc.,202506,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12211039,공학,기계공학,편집부,,,
NODE12431299,서울대학교 환경대학원,환경논총,IPCC와 통합평가모형 : 기후변화의 미래로 안내하는 타임머신,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12431299,공학,건축공학,우정헌,,,
NODE12431300,서울대학교 환경대학원,환경논총,"기후위기 시대의 게임체인저, 기후테크",,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12431300,공학,건축공학,정수종,,,
NODE12431301,서울대학교 환경대학원,환경논총,AI 기반 기후변화연구 동향,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12431301,공학,건축공학,함유근,,,
NODE12404909,한국소음진동공학회,소음·진동,권두언,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404909,공학,기계공학,박천권,,,
NODE12404910,한국소음진동공학회,소음·진동,원에스티를 찾아서,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404910,공학,기계공학,"이택원, 손정우",,,
NODE12404911,한국소음진동공학회,소음·진동,산업 소음·진동 데이터 한계와 과제,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404911,공학,기계공학,나규민,,,
NODE12404912,한국소음진동공학회,소음·진동,AI 기반 설비 진단 기술 동향과 사례,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404912,공학,기계공학,하종문,,,
NODE12404913,한국소음진동공학회,소음·진동,LLM 기반 의사결정 자동화 기술과 전망,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404913,공학,기계공학,박찬희,,,
NODE12404914,한국소음진동공학회,소음·진동,FEMM을 활용한 자기회로 해석과 설계,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404914,공학,기계공학,"이동훈, 오종석, 박현종",,,
NODE12404915,한국소음진동공학회,소음·진동,해석장이가 보는 AI와 전산해석의 지향점에 대한 생각,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404915,공학,기계공학,장성민,,,
NODE12404916,한국소음진동공학회,소음·진동,국립금오공과대학교 기계공학부 응용 진동-파동 전파 연구실,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404916,공학,기계공학,"곽윤상, 손정우",,,
NODE12404917,한국소음진동공학회,소음·진동,EveryDrone: 무인기(UAV) 개발 패러다임 전환을 위한 엔지니어링 시뮬레이션 솔루션,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404917,공학,기계공학,"이석근, 양원석",,,
NODE12404918,한국소음진동공학회,소음·진동,31<sup>st</sup> International Congress on Sound and Vibration(ICSV31) 참관기,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404918,공학,기계공학,조완호,,,
NODE12404919,한국소음진동공학회,소음·진동,회원사 동정,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404919,공학,기계공학,편집부,,,
NODE12404920,한국소음진동공학회,소음·진동,학회소식 외,,202509,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE12404920,공학,기계공학,편집부,,,
NODE10566976,한국소음진동공학회,한국소음진동공학회논문집,Information for Authors/논문원고 집필요강 외,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10566976,공학,기계공학,편집부,,,
NODE10566990,한국신재생에너지학회,신·재생에너지,INSTRUCTION TO AUTHORS etc.,INSTRUCTION TO AUTHORS etc.,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10566990,공학,재료·에너지공학,편집부,,,
NODE10567741,한국조명·전기설비학회,조명·전기설비학회논문지,논문투고 규정 외,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567741,공학,전기전자공학,편집부,,,
NODE10567882,전력전자학회,전력전자학회지,2021 전력전자학술대회 안내,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567882,공학,전기전자공학,편집부,,,
NODE10567883,전력전자학회,전력전자학회지,권두언 : 특집을 내면서,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567883,공학,전기전자공학,이재범,,,
NODE10567884,전력전자학회,전력전자학회지,SiC MOSFET 기반 고압 전력변환시스템,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567884,공학,전기전자공학,김석민,,,
NODE10567885,전력전자학회,전력전자학회지,철도차량용 반도체 변압기 기술 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567885,공학,전기전자공학,박진혁,,,
NODE10567886,전력전자학회,전력전자학회지,고전압용 다이오드 클램핑 멀티레벨 LLC 공진형 컨버터 연구,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567886,공학,전기전자공학,송민섭,,,
NODE10567887,전력전자학회,전력전자학회지,산업용 고전압 펄스 전원 시스템 기술 동향,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567887,공학,전기전자공학,유찬훈,,,
NODE10567889,전력전자학회,전력전자학회지,4병렬 인버터 구동을 통한 회전형 자기부상 시스템 6자유도 제어기법 연구,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567889,공학,전기전자공학,임종석,,,
NODE10567891,전력전자학회,전력전자학회지,한국전기연구원 스마트그리드본부(광주) 비전 및 역할,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567891,공학,전기전자공학,이종필,,,
NODE10567892,전력전자학회,전력전자학회지,전기차 충전기 전력변환장치 개요,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567892,공학,전기전자공학,정일순,,,
NODE10567893,전력전자학회,전력전자학회지,고주파 LLC 공진형 컨버터의 EMI 노이즈 저감 기법,,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567893,공학,전기전자공학,김건우,,,
NODE10567894,전력전자학회,전력전자학회지,논문요지 : 전력전자학회 논문지 제26권 제3호(2021년 6월호),,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567894,공학,전기전자공학,편집부,,,
NODE10567895,전력전자학회,전력전자학회지,"정기 웨비나, 이사회, 학술위원회 개최현황 외",,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567895,공학,전기전자공학,편집부,,,
NODE10567931,한국콘크리트학회,콘크리트학회 논문집,Author Guidelines and Submission Procedure for Journal of the Korea Concrete Institute etc.,Author Guidelines and Submission Procedure for Journal of the Korea Concrete Institute etc.,202106,https://www.dbpia.co.kr/journal/articleDetail?nodeId=NODE10567931,공학,건축공학,편집부,,,
